,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,Type_H,Type_L,Type_M,Machine_failure
7184,300.2,310.3,1593,36.1,36,10.1,6022.150374,0.997229641,44.1274116,0,0,1,0
7185,300.3,310.4,1672,29.2,39,10.1,5112.669772,1.335615981,57.26025436,0,1,0,0
7186,300.4,310.5,1644,31.4,41,10.1,5405.801311,1.305732068,52.35667122,0,0,1,0
7187,300.4,310.5,1402,54.3,44,10.1,7972.16835,0.810312926,25.81951642,0,1,0,0
7188,300.4,310.4,1286,56.8,46,10,7649.233569,0.809859012,22.64084108,0,1,0,0
7189,300.4,310.4,1486,46.3,48,10,7204.907648,1.036716839,32.09502547,0,1,0,0
7190,300.3,310.3,1345,46.3,50,10,6521.26567,1.079913374,29.04966975,0,1,0,0
7191,300.3,310.3,1629,34.1,52,10,5817.067205,1.524926239,47.77124699,0,1,0,0
7192,300.2,310.2,1429,43.8,54,10,6554.430417,1.232876431,32.62556333,0,0,1,0
7193,300.1,310.1,1306,64.7,57,10,8848.630812,0.880989045,20.18546829,0,1,0,0
7194,300.1,310.1,1380,52.6,59,10,7601.397585,1.121672791,26.23573646,0,1,0,0
7195,300.1,310.1,1443,49.3,61,10,7449.752907,1.237322264,29.26977094,0,0,1,0
7196,300.1,310.1,1426,42.7,64,10,6376.406833,1.498828689,33.39577672,1,0,0,0
7197,300,310,1486,41.8,69,10,6504.646645,1.650717308,35.55023073,0,1,0,0
7198,300,309.9,1530,34.5,71,9.9,5527.632274,2.057970418,44.34781323,0,0,1,0
7199,300,309.9,1507,41.4,74,9.9,6533.444578,1.787439182,36.40095739,0,1,0,0
7200,300,309.9,1608,33.4,76,9.9,5624.204832,2.275448421,48.14369816,0,1,0,0
7201,300,309.8,1474,40.6,78,9.8,6266.890913,1.921181793,36.30540978,0,1,0,0
7202,300,309.7,1326,61.9,80,9.7,8595.334668,1.292406899,21.42164436,0,1,0,0
7203,299.8,309.6,1434,48,82,9.8,7208.070184,1.708332977,29.87499378,0,0,1,0
7204,299.8,309.6,1526,41.7,85,9.8,6663.757841,2.038368816,36.59471544,0,1,0,0
7205,299.8,309.7,1483,39.6,87,9.9,6149.856115,2.196969142,37.44948549,0,1,0,0
7206,299.8,309.7,1457,51.9,89,9.9,7918.729859,1.714835893,28.07321232,0,1,0,0
7207,299.7,309.6,1540,34.4,91,9.9,5547.633747,2.645348068,44.76742885,0,0,1,0
7208,299.8,309.7,1707,29.1,94,9.9,5201.8177,3.23023944,58.65977366,0,1,0,0
7209,299.8,309.7,1624,34.2,96,9.9,5816.218975,2.807016723,47.48536623,0,1,0,0
7210,299.8,309.6,1331,50.2,98,9.8,6996.976102,1.952190846,26.51393894,0,0,1,0
7211,299.8,309.7,1431,40.3,101,9.9,6039.114974,2.506202852,35.50867605,0,1,0,0
7212,299.8,309.7,1705,28.5,103,9.9,5088.594701,3.61403382,59.82454041,0,0,1,0
7213,299.8,309.8,1427,45.2,106,10,6754.466093,2.345132225,31.57078948,0,0,1,0
7214,299.9,309.8,1625,41.2,109,9.9,7010.987605,2.645630426,39.441738,0,0,1,0
7215,299.9,309.8,1477,47.7,112,9.9,7377.810435,2.348007893,30.9643541,0,1,0,0
7216,300,309.9,1651,28.1,114,9.9,4858.274071,4.056938058,58.75442749,0,0,1,0
7217,299.9,309.8,1716,28.2,117,9.9,5067.514614,4.148934699,60.85104225,0,1,0,0
7218,299.9,309.8,1400,48.7,119,9.9,7139.792904,2.443531326,28.74742736,1,0,0,0
7219,299.8,309.7,1556,37.7,124,9.9,6142.986499,3.289123796,41.2731986,0,0,1,0
7220,299.8,309.7,1429,42.6,127,9.9,6374.856981,2.981219957,33.54459306,0,1,0,0
7221,299.7,309.6,1433,49.6,129,9.9,7443.145091,2.600805927,28.89112321,1,0,0,0
7222,299.8,309.7,1320,61.7,134,9.9,8528.795736,2.171798676,21.3938377,0,0,1,0
7223,299.8,309.6,1374,51.6,137,9.8,7424.463086,2.655038245,26.62790182,0,1,0,0
7224,299.8,309.6,1598,31,139,9.8,5187.607229,4.483869521,51.54837047,0,1,0,0
7225,299.8,309.7,1910,21.8,141,9.9,4360.321164,6.467886941,87.61463871,0,0,1,0
7226,299.7,309.6,1399,51.3,144,9.9,7515.600689,2.807016997,27.27094985,0,1,0,0
7227,299.7,309.6,1720,27.1,146,9.9,4881.197226,5.387451887,63.46861127,0,1,0,0
7228,299.8,309.7,1368,47.4,148,9.9,6790.364025,3.12236221,28.8607534,1,0,0,0
7229,299.8,309.8,1749,33.4,153,10,6117.372047,4.580836952,52.36525378,0,1,0,0
7230,299.8,309.8,1542,39.4,155,10,6362.227778,3.934009154,39.1370459,0,1,0,0
7231,299.8,309.9,1553,36.6,157,10.1,5952.249937,4.289616314,42.4316824,0,1,0,0
7232,299.9,309.9,1639,42.1,159,10,7225.862071,3.776721193,38.93110714,0,0,1,0
7233,299.9,310,1447,45.9,162,10.1,6955.203392,3.529410996,31.5250476,0,1,0,0
7234,299.8,310,1397,48.1,164,10.2,7036.717249,3.409562701,29.04365301,0,0,1,0
7235,299.8,310,1361,53.8,167,10.2,7667.768965,3.104088642,25.29739307,0,1,0,0
7236,299.8,310,1460,37.1,169,10.2,5672.250256,4.555254837,39.35308912,0,0,1,0
7237,299.8,310,1632,33.7,172,10.2,5759.41898,5.103856052,48.42728533,0,0,1,0
7238,299.8,310,1697,36,175,10.2,6397.53928,4.861109761,47.13887579,0,1,0,0
7239,299.8,310.1,1553,42,177,10.3,6830.450747,4.214284711,36.97618167,0,1,0,0
7240,299.9,310.1,1362,56.3,179,10.2,8029.973654,3.179395528,24.19182519,0,0,1,0
7241,299.9,310,1484,42.1,182,10.1,6542.513309,4.323039353,35.2493978,0,0,1,0
7242,299.9,310.1,1447,51.4,185,10.2,7788.615563,3.59922109,28.1517455,1,0,0,0
7243,300,310.2,1393,51.2,190,10.2,7468.780487,3.710936775,27.20702594,0,0,1,0
7244,300,310.2,1760,26.9,193,10.2,4957.852086,7.174718522,65.42748497,0,1,0,0
7245,300,310.1,1477,34.6,195,10.1,5351.61931,5.635836521,42.68784893,0,1,0,0
7246,299.9,310.1,1681,29.1,197,10.2,5122.586733,6.769757124,57.76630317,0,1,0,0
7247,300,310.1,1314,53.5,199,10.1,7361.694065,3.719625473,24.56074307,0,0,1,0
7248,300,310.1,1762,28,202,10.1,5166.453839,7.214283138,62.92854895,0,1,0,0
7249,299.9,310,1402,44.7,204,10.1,6562.724221,4.563757368,31.36464623,0,1,0,0
7250,300.1,310.2,1429,42,206,10.1,6285.070263,4.904760737,34.02380142,0,0,1,0
7251,300.2,310.3,1448,40.1,209,10.1,6080.531637,5.211968775,36.10971668,0,0,1,0
7252,300.2,310.4,1501,42.9,212,10.2,6743.208719,4.94172379,34.98833683,1,0,0,0
7253,300.3,310.5,1522,39.1,217,10.2,6231.893571,5.549870703,38.92582125,0,1,0,0
7254,300.3,310.4,1493,37.5,219,10.1,5862.99729,5.839998443,39.81332272,0,1,0,0
7255,300.2,310.3,1704,29.4,221,10.1,5246.208404,7.517004246,57.95916396,0,0,1,0
7256,300.2,310.3,1408,42.5,0,10.1,6266.430146,0,33.12940397,1,0,0,0
7257,300.2,310.4,1518,41.8,5,10.2,6644.71979,0.119617196,36.31578079,0,1,0,0
7258,300.3,310.4,1742,25.9,7,10.1,4724.724968,0.270270166,67.25866129,0,1,0,0
7259,300.4,310.5,1500,43,9,10.1,6754.424205,0.209302277,34.88371282,0,0,1,0
7260,300.4,310.5,2424,14.5,12,10.1,3680.689953,0.827585636,167.1722985,0,1,0,0
7261,300.4,310.5,1818,25.1,14,10.1,4778.550922,0.557768702,72.43025003,0,1,0,0
7262,300.4,310.6,1545,35.6,16,10.2,5759.795971,0.449438076,43.39886421,0,0,1,0
7263,300.4,310.6,1429,46.9,19,10.2,7018.32846,0.405117184,30.46907666,0,1,0,0
7264,300.4,310.6,1448,44.9,21,10.2,6808.375823,0.467705909,32.24943602,0,0,1,0
7265,300.4,310.6,1384,48.7,24,10.2,7058.195271,0.49281304,28.41888533,0,1,0,0
7266,300.4,310.5,1578,32.8,26,10.1,5420.126973,0.792682685,48.10974143,0,1,0,0
7267,300.5,310.5,1695,26.7,28,10,4739.249598,1.048688746,63.48312229,0,1,0,0
7268,300.5,310.6,1543,36.2,30,10.1,5849.289474,0.828729053,42.62429762,0,1,0,0
7269,300.4,310.5,1540,33.4,32,10.1,5386.365324,0.958083545,46.10777063,0,0,1,0
7270,300.2,310.4,1808,25.8,35,10.2,4884.799585,1.356588621,70.07749222,0,1,0,0
7271,300.3,310.4,1293,49.7,37,10.1,6729.511375,0.744466651,26.01609134,0,0,1,0
7272,300.2,310.3,1202,59.5,40,10.1,7489.452166,0.672268795,20.20167728,0,1,0,0
7273,300.2,310.3,1704,29.2,42,10.1,5210.519912,1.438355672,58.3561444,0,0,1,0
7274,300.2,310.3,1478,38.1,45,10.1,5896.957906,1.181102052,38.79264074,0,0,1,0
7275,300.2,310.3,1514,38.7,48,10.1,6135.718948,1.240309757,39.12143692,0,1,0,0
7276,300.1,310.3,1350,48.8,50,10.2,6898.937467,1.024589954,27.66392876,0,0,1,0
7277,300.1,310.2,1475,54.2,53,10.1,8371.820823,0.977859598,27.21401712,0,1,0,0
7278,300,310.1,1714,28.7,55,10.1,5151.35325,1.916375639,59.72123355,1,0,0,0
7279,300,310.1,1465,40.9,60,10.1,6274.650647,1.466992306,35.81906215,0,1,0,0
7280,299.9,310.2,1288,69.6,62,10.3,9387.581504,0.89080447,18.50574447,0,1,0,1
7281,300,310.2,1675,29.7,64,10.2,5209.546018,2.154881429,56.39728741,0,1,0,0
7282,300,310.2,1486,36.4,66,10.2,5664.333442,1.813186315,40.82416461,0,1,0,0
7283,300,310.2,1443,58.7,68,10.2,8870.19261,1.158432511,24.58261932,0,0,1,0
7284,300.1,310.3,1345,57.1,71,10.2,8042.424833,1.243432357,23.55516225,0,0,1,0
7285,300.2,310.4,1202,61.7,74,10.2,7766.373087,1.199351507,19.48135827,0,0,1,0
7286,300.1,310.4,1480,37.1,77,10.3,5749.952314,2.075471139,39.89217254,0,0,1,0
7287,300.2,310.4,1530,35.7,80,10.2,5719.897744,2.240895731,42.85713085,0,0,1,0
7288,300.2,310.6,1983,20.8,83,10.4,4319.312908,3.990382697,95.33649263,0,0,1,0
7289,300.3,310.6,1433,53.8,86,10.3,8073.411409,1.598512714,26.63568278,0,1,0,0
7290,300.3,310.6,1806,24.4,88,10.3,4614.622617,3.606555899,74.01636311,0,1,0,0
7291,300.2,310.5,1416,46.7,90,10.3,6924.824191,1.927194448,30.32119265,0,1,0,0
7292,300.1,310.4,1556,38.1,92,10.3,6208.164075,2.414697529,40.83988429,0,0,1,0
7293,300.1,310.5,1627,29.2,95,10.4,4975.068014,3.253423543,55.719159,0,1,0,0
7294,300.1,310.6,1809,24.3,97,10.5,4603.344299,3.991767905,74.44441381,0,1,0,0
7295,300.1,310.5,1329,57.4,99,10.4,7988.504631,1.724738375,23.15330607,0,0,1,0
7296,300,310.4,1881,21.9,102,10.4,4313.81512,4.65753212,85.89037174,1,0,0,0
7297,300.1,310.5,1500,39.8,107,10.4,6251.769381,2.688441536,37.68843274,0,1,0,0
7298,300.1,310.5,1532,36,109,10.4,5775.503934,3.027776937,42.55554373,0,1,0,0
7299,300.1,310.5,1492,50.9,111,10.4,7952.711419,2.180746133,29.31237145,0,1,0,0
7300,300.2,310.6,1431,42.3,113,10.4,6338.822913,2.671394168,33.82977924,0,1,0,0
7301,300.1,310.4,1554,39.4,115,10.3,6411.739279,2.918780985,39.44161435,0,1,0,0
7302,300.1,310.5,1494,44.2,117,10.4,6915.148085,2.647058225,33.80089733,0,1,0,0
7303,300.1,310.6,1374,45.4,119,10.5,6532.376436,2.621144797,30.26431051,0,1,0,0
7304,300.1,310.5,1394,44.3,121,10.4,6466.884702,2.731376359,31.46726152,0,1,0,0
7305,300,310.5,1790,25.7,123,10.5,4817.422895,4.785990356,69.64977835,0,0,1,0
7306,300.1,310.5,1356,45.8,126,10.4,6503.599448,2.751091102,29.60698044,0,1,0,0
7307,300,310.4,1385,52.1,128,10.4,7556.42045,2.456813348,26.58348818,0,0,1,0
7308,300,310.4,1333,49.1,131,10.4,6853.939389,2.668023897,27.14867064,0,1,0,0
7309,300,310.4,1505,44.9,133,10.4,7076.385092,2.962137425,33.51892349,0,1,0,0
7310,300,310.5,1606,33.5,135,10.5,5634.027545,4.029849543,47.9402842,0,1,0,0
7311,300,310.5,1558,36.7,137,10.5,5987.72899,3.73296901,42.45230451,1,0,0,0
7312,300,310.5,1412,52.4,142,10.5,7748.089018,2.709923147,26.94655974,0,1,0,0
7313,299.9,310.4,1408,38.4,144,10.5,5661.903944,3.749999023,36.66665712,0,1,0,0
7314,299.9,310.3,1268,53.3,146,10.4,7077.421818,2.739211494,23.7898642,0,1,0,0
7315,299.9,310.4,1470,50,148,10.5,7696.902001,2.959999408,29.39999412,0,1,0,0
7316,299.9,310.4,1497,47,150,10.5,7367.97725,3.191488683,31.85105705,0,1,0,0
7317,299.9,310.3,1638,29.1,152,10.4,4991.550904,5.223365903,56.28864045,0,1,0,0
7318,299.9,310.3,1535,43.9,154,10.4,7056.697778,3.507971866,34.96582347,1,0,0,0
7319,299.8,310.2,1654,32.7,159,10.4,5663.851731,4.862383834,50.58102429,0,1,0,0
7320,299.8,310.2,1411,49.7,161,10.4,7343.650851,3.239435968,28.39033634,1,0,0,0
7321,299.8,310.2,1911,23.5,166,10.4,4702.807123,7.063826781,81.31911433,0,1,0,0
7322,299.8,310.2,1573,33.3,168,10.4,5485.315021,5.04504353,47.23722305,1,0,0,0
7323,299.9,310.2,1479,46.3,173,10.3,7170.967975,3.736500273,31.94383759,0,1,0,0
7324,299.9,310.4,1820,26.6,175,10.5,5069.692785,6.578944895,68.42102691,0,0,1,0
7325,299.9,310.4,1419,45.7,178,10.5,6790.898096,3.894966325,31.05032143,0,1,0,0
7326,299.9,310.5,1335,52.9,180,10.6,7395.466186,3.40264586,25.23629013,0,0,1,0
7327,299.9,310.5,1576,39.4,183,10.6,6502.510362,4.644668872,39.99998985,0,0,1,0
7328,300,310.5,1517,42.2,186,10.5,6703.886451,4.407581894,35.94785878,0,1,0,0
7329,299.9,310.4,1576,34.3,188,10.5,5660.814859,5.481047965,45.94750847,0,0,1,0
7330,299.8,310.2,1537,36.6,191,10.4,5890.926048,5.218577809,41.99452405,1,0,0,0
7331,299.8,310.3,1524,34.2,196,10.5,5458.077413,5.730992476,44.56139048,0,1,0,0
7332,299.8,310.3,1805,23.7,198,10.5,4479.754044,8.354426855,76.16030542,0,0,1,0
7333,299.9,310.4,1367,53.3,201,10.5,7629.99655,3.771106234,25.64727474,0,0,1,0
7334,299.8,310.4,1694,30.3,204,10.6,5375.076535,6.732671045,55.90757231,0,1,0,0
7335,299.9,310.4,1328,49.9,206,10.5,6939.484956,4.128255686,26.61322112,0,1,0,0
7336,299.9,310.5,1549,42.8,208,10.6,6942.626549,4.859811949,36.19158033,1,0,0,0
7337,299.9,310.5,1539,32.8,213,10.6,5286.169463,6.493900459,46.9207174,0,1,0,0
7338,299.8,310.5,1496,38.8,215,10.7,6078.437242,5.541235685,38.55669109,0,1,0,0
7339,299.8,310.4,1579,36.4,0,10.6,6018.830757,0,43.37910896,0,1,0,0
7340,299.7,310.3,1386,46.6,2,10.6,6763.597656,0.042918446,29.74248289,0,1,0,0
7341,299.7,310.3,1505,37.7,4,10.6,5941.641826,0.106100768,39.92041381,0,1,0,0
7342,299.7,310.3,1661,34.5,6,10.6,6000.913207,0.173912993,48.14491358,0,0,1,0
7343,299.6,310.2,1468,48,9,10.6,7378.972825,0.187499961,30.58332696,0,1,0,0
7344,299.6,310.1,1384,49.8,11,10.5,7217.620626,0.22088349,27.79115908,0,1,0,0
7345,299.6,310.2,1381,60.5,13,10.6,8749.3879,0.214875998,22.82644251,0,1,0,0
7346,299.6,310.2,1469,47,15,10.6,7230.166053,0.319148868,31.2553125,0,1,0,0
7347,299.6,310.2,1627,36.6,17,10.6,6235.872922,0.464480747,44.45353977,0,1,0,0
7348,299.7,310.3,1462,40.4,19,10.6,6185.251392,0.470296913,36.18810985,1,0,0,0
7349,299.7,310.2,1633,36.5,24,10.5,6241.768644,0.657534066,44.73971377,0,1,0,0
7350,299.7,310.2,1469,39.5,26,10.5,6076.416151,0.658227681,37.189864,0,1,0,0
7351,299.7,310.2,1458,43.4,28,10.5,6626.372889,0.645161142,33.59446231,0,1,0,0
7352,299.7,310.2,1440,42.8,30,10.5,6454.087948,0.700934416,33.64485195,0,0,1,0
7353,299.8,310.3,1687,30.4,33,10.5,5370.531697,1.085525959,55.4934028,0,1,0,0
7354,299.7,310.3,1429,47.7,35,10.6,7138.044084,0.733752467,29.958065,0,0,1,0
7355,299.6,310.2,1588,34.1,38,10.6,5670.658516,1.114369175,46.5689013,0,1,0,0
7356,299.6,310.2,1333,51.2,40,10.6,7147.081399,0.781249847,26.03515117,0,1,0,0
7357,299.6,310.1,1487,42.9,42,10.5,6680.314035,0.979020751,34.66199658,0,1,0,0
7358,299.5,310.1,1659,31.5,44,10.6,5472.497323,1.396824953,52.66664995,0,0,1,0
7359,299.4,310,1512,43.2,47,10.6,6840.126853,1.087962711,34.9999919,0,0,1,0
7360,299.5,310.1,1585,35.2,50,10.6,5842.524578,1.420454142,45.0283963,0,1,0,0
7361,299.5,310,1502,38.5,52,10.5,6055.629279,1.350649,39.01297688,0,1,0,0
7362,299.5,310,1594,35.1,54,10.5,5859.007467,1.5384611,45.41309247,0,1,0,0
7363,299.5,310,1412,48.9,56,10.5,7230.563988,1.14519404,28.87524972,0,1,0,0
7364,299.5,309.9,1402,51.7,58,10.4,7590.443898,1.12185665,27.11798315,0,1,0,0
7365,299.6,310.1,2057,20.4,60,10.5,4394.33414,2.941175029,100.8332839,0,1,0,0
7366,299.6,310.1,1531,36.8,62,10.5,5899.994779,1.684782151,41.60324956,1,0,0,0
7367,299.5,310.1,1359,61.1,67,10.6,8695.394394,1.096562832,22.24222222,0,0,1,0
7368,299.6,310.2,1620,30,70,10.6,5089.380099,2.333332556,53.999982,0,0,1,0
7369,299.6,310.1,1646,29.6,73,10.5,5102.114021,2.466215383,55.60808932,0,0,1,0
7370,299.6,310.1,1455,46.1,76,10.5,7024.129935,1.648589664,31.56181528,0,0,1,0
7371,299.6,310.2,1512,44,79,10.6,6966.795869,1.795454137,34.36362855,0,1,0,0
7372,299.6,310.2,1473,42.7,81,10.6,6586.56891,1.896955059,34.49647904,0,1,0,0
7373,299.6,310.1,1553,38,83,10.5,6179.931629,2.184209952,40.8684103,0,1,0,0
7374,299.5,310,1379,50.4,85,10.5,7278.190532,1.686507602,27.36110568,0,1,0,0
7375,299.4,309.9,1567,40.6,87,10.5,6662.291765,2.142856615,38.59604961,0,0,1,0
7376,299.5,310,1481,43.1,90,10.5,6684.377161,2.088166569,34.36194098,0,1,0,0
7377,299.5,310,1349,52.7,92,10.5,7444.768247,1.745730219,25.5977181,0,1,0,0
7378,299.5,310,1388,52.4,94,10.5,7616.393454,1.793892787,26.48854456,0,1,0,0
7379,299.6,310.1,1357,48.7,96,10.5,6920.499265,1.971252162,27.86447066,0,0,1,0
7380,299.6,310.2,1743,24.8,99,10.6,4526.658023,3.991933874,70.28222972,0,1,0,0
7381,299.7,310.3,1495,43.1,101,10.6,6747.565061,2.343386927,34.68676689,0,1,0,0
7382,299.8,310.4,1698,28.3,103,10.6,5032.140281,3.639574686,59.9999788,0,1,0,0
7383,299.7,310.4,1410,44.5,105,10.7,6570.641035,2.359550032,31.68538614,0,0,1,0
7384,299.7,310.4,1614,36.2,108,10.7,6118.440188,2.98342459,44.58562304,0,1,0,0
7385,299.8,310.5,1375,53.9,110,10.7,7761.042851,2.040815948,25.51019935,0,0,1,0
7386,299.8,310.6,1574,31.8,113,10.8,5241.558847,3.553458002,49.49683978,0,0,1,0
7387,299.8,310.6,1423,44.6,116,10.8,6646.123034,2.600896278,31.90582244,1,0,0,0
7388,299.8,310.6,1694,31.3,121,10.8,5552.4718,3.865813461,54.12138846,0,0,1,0
7389,299.8,310.6,1707,32.5,124,10.8,5809.590215,3.815383441,52.52306076,0,1,0,0
7390,299.7,310.5,1490,41.2,126,10.8,6428.536327,3.058251685,36.16503977,0,0,1,0
7391,299.7,310.6,1675,31.3,129,10.9,5490.194962,4.121404434,53.5143599,0,1,0,0
7392,299.7,310.5,1492,39.3,131,10.8,6140.305673,3.333332485,37.96436693,0,0,1,0
7393,299.7,310.5,1594,35.4,134,10.8,5909.084454,3.785309665,45.02823587,0,0,1,0
7394,299.7,310.6,1479,38,137,10.9,5885.459677,3.605262209,38.92104239,0,1,0,0
7395,299.7,310.6,1572,38,139,10.9,6255.539292,3.657893774,41.36841017,0,0,1,0
7396,299.7,310.6,1616,35.1,142,10.9,5939.872062,4.045582893,46.03987292,0,1,0,0
7397,299.7,310.6,1737,26.1,144,10.9,4747.543402,5.517239265,66.55169864,0,1,0,0
7398,299.7,310.7,1498,37.8,146,11,5929.693302,3.862432841,39.62961915,0,0,1,0
7399,299.6,310.6,1642,35.1,149,11,6035.439311,4.245013036,46.78061345,0,1,0,0
7400,299.6,310.6,1633,34.2,151,11,5848.451716,4.415203387,47.74852405,0,0,1,0
7401,299.8,310.8,1409,51.9,154,11,7657.852005,2.96724413,27.148357,0,1,0,0
7402,299.8,310.8,1463,43.5,156,11,6664.417576,3.586206072,33.63217618,0,0,1,0
7403,299.8,310.8,1376,48.6,159,11,7002.987016,3.271604265,28.31275138,0,1,0,0
7404,299.8,310.8,1553,32.2,161,11,5236.678906,4.999998447,48.22979869,0,1,0,0
7405,299.8,310.8,1530,35.2,163,11,5639.787132,4.630680503,43.46589674,0,0,1,0
7406,299.8,310.9,1545,40.7,166,11.1,6584.935282,4.078623077,37.96067863,0,1,0,0
7407,299.8,310.9,1427,47.2,168,11.1,7053.336274,3.55932128,30.23304444,1,0,0,0
7408,299.9,310.9,1292,51.1,173,11,6913.723897,3.385517928,25.28375239,0,1,0,0
7409,299.8,310.9,2084,17.6,175,11.1,3840.953066,9.943176169,118.4090236,0,1,0,0
7410,299.9,311,1747,27.6,177,11.1,5049.293377,6.413041155,63.29707852,0,1,0,0
7411,300,311.1,1425,47.8,179,11.1,7132.98612,3.744769091,29.81170924,0,1,0,0
7412,300,311,1637,33.6,181,11,5759.921635,5.386903159,48.7202236,0,1,0,0
7413,300.1,311.1,1616,35.2,183,11,5956.794774,5.198862159,45.90907787,0,0,1,0
7414,300.1,311.1,1619,33.4,186,11,5662.67887,5.568860608,48.47303938,0,1,0,0
7415,300.1,311.2,1489,39.1,188,11.1,6096.773671,4.808182914,38.08183169,0,1,0,0
7416,300.1,311.2,1452,42.4,190,11.1,6447.05078,4.481131019,34.24527494,0,0,1,0
7417,300.1,311.3,1495,41,193,11.2,6418.79739,4.707315925,36.46340574,0,0,1,0
7418,300.2,311.4,1427,39.7,196,11.2,5932.573095,4.937026464,35.94457533,0,0,1,0
7419,300.1,311.4,1572,36.2,199,11.3,5959.224273,5.49723605,43.42540237,0,1,0,0
7420,300.1,311.3,1547,40,201,11.2,6480.058447,5.024998744,38.67499033,0,1,0,0
7421,300.1,311.4,1342,48.5,203,11.3,6815.894701,4.185566147,27.67009739,0,0,1,0
7422,300,311.2,1351,44.1,206,11.2,6239.108762,4.671200755,30.63491369,0,1,0,0
7423,300,311.3,1407,47.3,208,11.3,6969.214895,4.397462072,29.74629392,0,1,0,0
7424,300.1,311.4,1575,29.8,210,11.3,4915.021707,7.046977501,52.85233126,0,0,1,0
7425,300,311.4,1791,24.1,213,11.4,4520.029262,8.838170607,74.31532186,0,0,1,0
7426,300,311.4,1692,29,216,11.4,5138.388944,7.448273294,58.34480747,0,0,1,1
7427,300,311.4,1634,31.9,0,11.4,5458.475348,0,51.22255448,0,1,0,0
7428,300,311.4,1864,23.3,2,11.4,4548.104629,0.085836873,79.99996567,0,0,1,0
7429,300,311.4,1590,33.6,5,11.4,5594.548198,0.14880948,47.32141449,0,1,0,0
7430,300,311.4,1384,46.1,7,11.4,6681.371704,0.151843785,30.02168546,0,0,1,0
7431,300,311.4,1352,61.8,10,11.4,8749.712531,0.161812272,21.87701911,0,0,1,0
7432,300.1,311.4,1484,43.1,13,11.3,6697.917425,0.30162406,34.43154654,0,1,0,0
7433,300.1,311.4,1913,21.9,15,11.3,4387.202725,0.684931194,87.35155829,0,0,1,0
7434,300,311.4,1508,38.2,18,11.4,6032.444326,0.471204065,39.47642946,0,1,0,0
7435,299.9,311.3,1504,40.7,20,11.4,6410.189426,0.491400371,36.95330787,0,1,0,0
7436,300,311.4,1487,41.2,22,11.4,6415.592966,0.533980453,36.09222425,0,1,0,0
7437,299.8,311.3,1727,30,24,11.5,5425.530513,0.799999733,57.56664748,0,1,0,0
7438,299.9,311.3,1647,27.5,26,11.4,4743.019509,0.945454202,59.89088731,0,1,0,0
7439,300,311.3,1493,41.4,28,11.3,6472.749008,0.676328339,36.06279322,0,1,0,0
7440,300,311.4,1655,29.6,30,11.4,5130.011364,1.013513171,55.91214327,0,1,0,0
7441,299.9,311.4,1337,54.8,32,11.5,7672.56513,0.583941499,24.39780577,0,0,1,0
7442,300,311.5,1601,36.9,35,11.5,6186.518501,0.948509228,43.38752212,0,1,0,0
7443,300.1,311.6,1589,37.9,37,11.5,6306.548285,0.976253041,41.92611031,1,0,0,0
7444,300.2,311.7,1286,55.1,42,11.5,7420.29524,0.762250315,23.3393787,0,1,0,0
7445,300.2,311.7,1553,41.3,44,11.5,6716.609902,1.065375045,37.60289646,0,1,0,0
7446,300.2,311.8,1379,51,46,11.6,7364.835658,0.901960607,27.03921038,0,1,0,0
7447,300.3,311.9,1677,30.8,48,11.6,5408.942904,1.558441052,54.44803427,0,0,1,0
7448,300.3,311.8,1488,38.4,51,11.5,5983.603032,1.328124654,38.74998991,0,1,0,0
7449,300.3,311.8,1418,45.9,53,11.5,6815.810926,1.154683844,30.89323946,0,1,0,0
7450,300.3,311.8,1451,41,55,11.5,6229.882952,1.341463087,35.39023527,0,1,0,0
7451,300.3,311.8,1508,43.1,57,11.5,6806.23954,1.322505494,34.98839095,0,1,0,0
7452,300.3,311.7,1579,33.6,59,11.4,5555.843776,1.755951858,46.99403363,0,1,0,0
7453,300.3,311.7,1432,47.7,61,11.4,7153.029481,1.278825728,30.02095807,1,0,0,0
7454,300.2,311.6,1446,47.3,66,11.4,7162.391427,1.395348542,30.57081806,0,1,0,0
7455,300.2,311.7,1597,39.5,68,11.5,6605.879233,1.721518552,40.43036951,0,0,1,0
7456,300.2,311.7,1397,50.2,71,11.5,7343.933595,1.414342348,27.82867972,0,0,1,0
7457,300.1,311.6,1530,36.6,74,11.5,5864.096847,2.021857371,41.80326727,0,1,0,0
7458,300.1,311.6,1433,51.4,76,11.5,7713.259227,1.478598934,27.87937201,0,0,1,0
7459,300,311.5,1591,32,79,11.5,5331.492173,2.468749229,49.71873446,0,1,0,0
7460,300,311.5,1445,41.6,81,11.5,6294.91392,1.947114917,34.73556857,0,1,0,0
7461,300,311.5,1749,28.3,83,11.5,5183.282303,2.932861154,61.8020983,0,1,0,0
7462,300,311.3,1703,30.4,85,11.3,5421.467386,2.796051712,56.01971841,0,1,0,0
7463,300.1,311.4,1518,46.9,87,11.3,7455.43919,1.855010265,32.36673084,1,0,0,0
7464,300.1,311.3,1535,42.3,92,11.2,6799.50606,2.174940384,36.2884075,0,1,0,0
7465,300.1,311.4,1390,52.1,94,11.3,7583.699946,1.804222302,26.67945745,0,0,1,0
